i_time_limit,5
i_switch_congruence_0_random_535,"['E8', 'A3', 'G2', 'A2', 'K7', 'M5', 'R5', 'E6', 'K4', 'I9', 'M8', 'A6', 'R2', 'R9', 'U2', 'G3', 'R4', 'E7', 'I8', 'I8', 'E7', 'K4', 'G6', 'U4', 'A9', 'G6', 'I7', 'M3', 'M3', 'U9', 'U5', 'K5', 'K7', 'E4', 'I9', 'E2', 'U8', 'M7', 'M5', 'E9', 'K9', 'G3', 'R2', 'M9', 'A6', 'R6', 'U7', 'A5', 'A8', 'K4', 'R4', 'U3', 'G6', 'A5', 'I2', 'I8', 'E7', 'M4', 'K8', 'U5', 'G3', 'R3', 'I2', 'G6', 'K6', 'E6', 'K2', 'R9', 'I4', 'R2', 'K4', 'M9', 'K3', 'K9', 'A5', 'U7', 'M9', 'A8', 'M6', 'A7', 'U3', 'R9', 'U6', 'I5', 'U8', 'U5', 'G8', 'I2', 'K7', 'U4', 'E9', 'M6', 'G8', 'E6', 'M9', 'G2', 'U6', 'K2', 'I6', 'U5', 'G2', 'I8', 'U6', 'I7', 'E8', 'K4', 'U3', 'U8', 'I3', 'A6', 'E8', 'M8', 'G6', 'A6', 'U7', 'A4', 'I4', 'M2', 'U3', 'A4', 'G5', 'E3', 'A2', 'E5', 'R4', 'M6', 'R9', 'G7', 'U8', 'A9', 'I4', 'R8', 'E9', 'G7', 'R2', 'R7', 'A2', 'G8', 'M5', 'R6', 'M3', 'I5', 'K7', 'K8', 'I2', 'R3', 'M4', 'E9', 'R6', 'U5', 'G9', 'I4', 'E2', 'E7', 'R4', 'I4', 'K2', 'K5', 'G7', 'E7', 'G3', 'K5', 'U3', 'E3', 'A5', 'K7', 'E7', 'A4', 'A9', 'I3', 'A2', 'A6', 'G4', 'I5', 'A4', 'R5', 'M8', 'G4', 'K7', 'K9', 'U5', 'M9', 'I7', 'I2', 'M5', 'E9', 'U8', 'U7', 'I3', 'K7', 'A3', 'E2']"
i_switch_congruence_0_random_536,"['M8', 'U2', 'K3', 'U6', 'A7', 'I3', 'E4', 'K7', 'E6', 'A7', 'I9', 'G3', 'A5', 'M5', 'U9', 'R2', 'G5', 'I4', 'I4', 'R6', 'U9', 'R8', 'K8', 'G2', 'A9', 'E6', 'R7', 'M4', 'G5', 'K8', 'E2', 'M3', 'M3', 'A5', 'K8', 'K9', 'E2', 'M2', 'R4', 'E5', 'M7', 'I9', 'U8', 'G5', 'U4', 'G4', 'A9', 'A6', 'I4', 'A6', 'R2', 'G9', 'K5', 'U3', 'G3', 'I8', 'M6', 'E7', 'I7', 'U3', 'E2', 'R8', 'K7', 'R6', 'G7', 'I5', 'G3', 'M4', 'E4', 'E8', 'R6', 'K6', 'G7', 'A7', 'M8', 'G3', 'G2', 'U7', 'A4', 'K7', 'A6', 'K3', 'I3', 'M4', 'K4', 'A2', 'U6', 'E9', 'U5', 'R8', 'K5', 'U2', 'E2', 'G6', 'M7', 'K8', 'I3', 'M7', 'R4', 'R3', 'A5', 'U5', 'E4', 'I8', 'I2', 'K9', 'G8', 'A3', 'K4', 'R7', 'I5', 'R9', 'M6', 'A2', 'G6', 'G5', 'E5', 'E6', 'U8', 'K2', 'A8', 'G4', 'E2', 'U3', 'R6', 'R9', 'M5', 'U9', 'K7', 'A6', 'U3', 'R4', 'E3', 'I7', 'A8', 'U6', 'M5', 'I7', 'E9', 'I6', 'I3', 'G9', 'U5', 'A4', 'R2', 'I8', 'M2', 'G3', 'G8', 'K3', 'M5', 'E7', 'A6', 'M8', 'I5', 'E2', 'I6', 'K9', 'M6', 'A5', 'U8', 'K2', 'M8', 'M5', 'G2', 'R8', 'G3', 'K9', 'R8', 'I2', 'K5', 'K2', 'U4', 'A9', 'E8', 'R2', 'R5', 'E9', 'G5', 'K4', 'M3', 'K4', 'I9', 'R9', 'M7', 'U9', 'E2', 'A9', 'U7', 'G5', 'U3', 'I6']"
i_switch_congruence_0_random_537,"['G6', 'K8', 'M5', 'A7', 'E3', 'R5', 'I7', 'M9', 'K5', 'R4', 'U9', 'K2', 'G3', 'G2', 'A3', 'R8', 'E4', 'U4', 'M9', 'K2', 'U4', 'M9', 'I8', 'G3', 'E8', 'I6', 'R2', 'I6', 'U7', 'A7', 'E5', 'A6', 'G4', 'R8', 'M4', 'M3', 'K7', 'R5', 'I4', 'G7', 'A5', 'U5', 'A8', 'M8', 'I9', 'G6', 'K2', 'E3', 'I9', 'U5', 'G9', 'E2', 'A9', 'A4', 'E7', 'K7', 'E8', 'M6', 'R3', 'K6', 'U2', 'U6', 'R3', 'I2', 'K7', 'A9', 'E4', 'E9', 'U2', 'U5', 'R6', 'A8', 'M6', 'R2', 'K5', 'R7', 'M4', 'I2', 'M5', 'R8', 'A9', 'G2', 'M5', 'E6', 'A2', 'E2', 'G4', 'R6', 'M3', 'M6', 'I7', 'R7', 'R5', 'U8', 'E9', 'K6', 'A4', 'M3', 'U3', 'G6', 'E8', 'K4', 'G8', 'M7', 'G4', 'I9', 'A6', 'R3', 'A7', 'R7', 'U5', 'U4', 'E5', 'K9', 'U8', 'U7', 'R3', 'I6', 'A5', 'R4', 'U3', 'U2', 'I8', 'M2', 'U9', 'R6', 'A4', 'K5', 'E2', 'K8', 'E8', 'U3', 'M6', 'I4', 'U2', 'U5', 'R7', 'E7', 'U3', 'I4', 'E5', 'E4', 'R2', 'U6', 'K3', 'I9', 'M6', 'K7', 'I2', 'K6', 'G5', 'K6', 'U8', 'G2', 'E6', 'E3', 'I4', 'U2', 'M2', 'G8', 'I5', 'K7', 'U7', 'I2', 'G4', 'K9', 'A3', 'M9', 'K6', 'A9', 'E2', 'R5', 'G8', 'K9', 'A7', 'G3', 'G8', 'A2', 'R3', 'G4', 'G9', 'M8', 'M5', 'E7', 'R9', 'A3', 'I8', 'A7', 'E5', 'R7', 'A5', 'A4']"
i_switch_congruence_0_random_538,"['A6', 'G7', 'K8', 'A4', 'U9', 'E8', 'M4', 'M3', 'K8', 'A7', 'E2', 'R6', 'I5', 'R2', 'G4', 'E8', 'G5', 'M3', 'U3', 'U9', 'K5', 'M6', 'A2', 'I7', 'E6', 'I2', 'R4', 'I5', 'R7', 'K9', 'G9', 'U3', 'R6', 'E4', 'M5', 'E3', 'G8', 'M5', 'K2', 'A7', 'R8', 'U9', 'R9', 'A4', 'G5', 'G7', 'I9', 'A3', 'K2', 'M9', 'K4', 'R7', 'U6', 'G3', 'E4', 'U2', 'M8', 'I6', 'I2', 'U8', 'A3', 'K6', 'I7', 'E5', 'M4', 'K8', 'G5', 'G9', 'K5', 'I3', 'M9', 'G6', 'K8', 'G2', 'K9', 'M7', 'G3', 'I9', 'K5', 'M2', 'U3', 'R4', 'E6', 'G9', 'K7', 'G2', 'R5', 'I7', 'K3', 'A5', 'R2', 'M3', 'A9', 'R3', 'E5', 'U6', 'A4', 'U2', 'R4', 'G4', 'I8', 'R3', 'R8', 'A7', 'M7', 'E9', 'E2', 'I5', 'U9', 'G9', 'G8', 'R7', 'E6', 'I7', 'K2', 'E8', 'A9', 'I2', 'G6', 'E8', 'M6', 'E4', 'I9', 'U8', 'K6', 'U8', 'I2', 'A3', 'I3', 'G7', 'I3', 'U8', 'M2', 'A8', 'E8', 'A9', 'E4', 'R2', 'I3', 'I8', 'U7', 'G6', 'U6', 'R5', 'K8', 'K5', 'G7', 'E3', 'G9', 'E8', 'R6', 'U5', 'E4', 'A8', 'M6', 'K2', 'E3', 'R7', 'R5', 'M4', 'K5', 'A4', 'I7', 'G6', 'A4', 'K2', 'M4', 'G5', 'E8', 'G4', 'M7', 'K2', 'M3', 'A5', 'A9', 'I6', 'M2', 'K6', 'M5', 'R5', 'E7', 'U4', 'U4', 'R6', 'M5', 'A3', 'I6', 'E5', 'E3', 'R7', 'A9', 'U8']"
i_switch_congruence_0_random_539,"['R7', 'K2', 'A4', 'G7', 'K2', 'E6', 'K8', 'E9', 'G3', 'R7', 'G6', 'A4', 'I9', 'I8', 'U5', 'K5', 'U4', 'M6', 'M9', 'R9', 'G7', 'E2', 'M4', 'E3', 'R8', 'U5', 'A6', 'M2', 'U3', 'A3', 'I8', 'I5', 'G7', 'R3', 'E9', 'A5', 'I8', 'U3', 'A5', 'E6', 'U3', 'K9', 'R6', 'G9', 'I8', 'K4', 'G6', 'M8', 'U2', 'A5', 'E4', 'I7', 'K7', 'M4', 'A2', 'R5', 'M3', 'U2', 'I8', 'R9', 'G2', 'M6', 'E7', 'K4', 'U9', 'M7', 'R6', 'G7', 'E2', 'U9', 'K6', 'A8', 'I4', 'K8', 'M6', 'K9', 'K3', 'M5', 'U7', 'I5', 'E3', 'U4', 'G2', 'A2', 'K7', 'I4', 'A5', 'G8', 'M9', 'E8', 'K4', 'U9', 'U3', 'G5', 'K5', 'R6', 'A3', 'K8', 'R9', 'U8', 'A3', 'M5', 'M4', 'K7', 'M6', 'A2', 'I2', 'E3', 'R5', 'I3', 'U7', 'I4', 'G9', 'A3', 'I2', 'A9', 'I7', 'R5', 'I5', 'E2', 'U8', 'I7', 'I2', 'G6', 'G4', 'R2', 'R3', 'G7', 'U5', 'K7', 'G3', 'G8', 'A6', 'E9', 'K4', 'U8', 'E9', 'M2', 'I8', 'M7', 'E4', 'K3', 'I7', 'R8', 'G7', 'K2', 'K5', 'U9', 'R5', 'U5', 'R8', 'K9', 'G4', 'K6', 'M7', 'R9', 'M3', 'I7', 'R3', 'G6', 'U9', 'E2', 'A4', 'M2', 'G3', 'I5', 'M5', 'R6', 'G8', 'M6', 'R7', 'M5', 'K6', 'A2', 'R9', 'G8', 'G8', 'U6', 'K2', 'R3', 'E4', 'G3', 'M6', 'A5', 'K5', 'U3', 'U6', 'E7', 'E7', 'R3', 'U9', 'E4']"
i_switch_congruence_0_random_540,"['A5', 'K3', 'A3', 'U7', 'R2', 'K5', 'U2', 'E7', 'M9', 'A4', 'I6', 'R6', 'I7', 'A4', 'I6', 'K3', 'G2', 'M5', 'U8', 'E9', 'M8', 'G4', 'R8', 'I5', 'U9', 'E6', 'R4', 'G9', 'K3', 'G8', 'E2', 'M7', 'R2', 'E3', 'K9', 'K8', 'A4', 'E2', 'A4', 'U3', 'G9', 'I6', 'M6', 'U2', 'U7', 'I5', 'E8', 'G9', 'R8', 'K6', 'I5', 'M7', 'M4', 'A4', 'I8', 'R5', 'G2', 'G5', 'E3', 'K7', 'R3', 'A9', 'M6', 'U7', 'I4', 'U3', 'G6', 'U8', 'A2', 'U7', 'U4', 'M8', 'E5', 'R8', 'A6', 'G5', 'R2', 'U8', 'I7', 'A6', 'U4', 'R3', 'E9', 'K6', 'E4', 'I9', 'I2', 'R8', 'R5', 'G2', 'K3', 'U3', 'E8', 'G6', 'A5', 'A2', 'U4', 'K7', 'I9', 'K4', 'E5', 'I2', 'R6', 'I4', 'M2', 'K5', 'G9', 'U7', 'I7', 'M5', 'K6', 'G3', 'M3', 'I5', 'U2', 'A5', 'G2', 'I6', 'R3', 'M8', 'A2', 'G8', 'M6', 'K9', 'E8', 'R8', 'U6', 'E3', 'K6', 'U7', 'R9', 'E4', 'G9', 'R2', 'A3', 'M9', 'M4', 'U6', 'I4', 'E3', 'R5', 'E6', 'M4', 'A5', 'M2', 'A6', 'K9', 'K2', 'R8', 'U7', 'A8', 'R9', 'K7', 'G3', 'U7', 'I5', 'I7', 'G2', 'M5', 'E2', 'U3', 'G7', 'R8', 'G3', 'M9', 'A4', 'M8', 'I7', 'U5', 'I6', 'E4', 'R6', 'G9', 'K4', 'I9', 'G5', 'E7', 'K5', 'A5', 'E2', 'M8', 'A9', 'R3', 'U4', 'K9', 'A7', 'I2', 'I9', 'E7', 'R7', 'E9', 'A4']"
i_switch_congruence_0_random_541,"['A3', 'E2', 'M3', 'A8', 'U7', 'K6', 'U5', 'G9', 'M8', 'E9', 'K6', 'I8', 'U7', 'R3', 'M6', 'A4', 'R7', 'I3', 'I2', 'R5', 'A4', 'G5', 'U2', 'R9', 'E2', 'M4', 'I9', 'E5', 'K7', 'G4', 'G6', 'K8', 'E8', 'I5', 'K6', 'A2', 'E7', 'M3', 'M5', 'A4', 'U5', 'R9', 'M4', 'A2', 'G4', 'E3', 'K9', 'I5', 'U3', 'K6', 'G9', 'U4', 'G7', 'I9', 'M8', 'I8', 'A6', 'R2', 'R7', 'E8', 'U3', 'G2', 'K7', 'R6', 'K6', 'A8', 'I9', 'A6', 'A4', 'E7', 'A6', 'G8', 'M9', 'M4', 'K5', 'A5', 'K8', 'U6', 'A7', 'A6', 'M3', 'E7', 'A8', 'U9', 'G3', 'R6', 'R5', 'A5', 'U3', 'K9', 'U4', 'A9', 'U4', 'I6', 'G8', 'R4', 'M8', 'I3', 'U8', 'K3', 'G6', 'A8', 'M7', 'R2', 'U8', 'K8', 'R9', 'G4', 'E3', 'R4', 'R3', 'U6', 'G2', 'I9', 'I2', 'K7', 'M5', 'R7', 'A9', 'E7', 'I9', 'I7', 'A4', 'U4', 'I2', 'R6', 'E9', 'E8', 'I3', 'G5', 'I2', 'A9', 'G8', 'I6', 'R2', 'M7', 'I5', 'U4', 'K2', 'E2', 'I4', 'R3', 'E7', 'K8', 'G8', 'U6', 'M7', 'M2', 'A4', 'G2', 'M2', 'K3', 'I4', 'K9', 'M8', 'A3', 'R7', 'M4', 'E9', 'R3', 'I4', 'K6', 'U5', 'U2', 'M6', 'I2', 'U7', 'U8', 'E3', 'G3', 'E6', 'U7', 'E2', 'E2', 'G4', 'K2', 'M2', 'U3', 'I6', 'R9', 'G7', 'M4', 'E9', 'R3', 'G3', 'E5', 'A6', 'A7', 'I5', 'G5', 'U7', 'E6']"
i_switch_congruence_0_random_542,"['K8', 'E2', 'A5', 'M8', 'U3', 'M2', 'K4', 'I3', 'E8', 'E7', 'K6', 'M5', 'R7', 'A4', 'R3', 'G4', 'I6', 'G9', 'U3', 'I9', 'K6', 'G7', 'A2', 'R6', 'G7', 'E2', 'U8', 'R5', 'M9', 'A9', 'U4', 'I5', 'I4', 'G5', 'K2', 'I9', 'U4', 'R8', 'M6', 'E6', 'U9', 'R3', 'R7', 'M2', 'M7', 'G3', 'M6', 'K7', 'A4', 'E5', 'K8', 'G2', 'U3', 'R3', 'E8', 'I5', 'U5', 'A9', 'E2', 'K9', 'A7', 'A4', 'G8', 'I6', 'I4', 'G8', 'K9', 'R2', 'K2', 'U4', 'G3', 'M4', 'R9', 'G2', 'M7', 'A5', 'K3', 'E8', 'G6', 'A5', 'E5', 'A3', 'U4', 'E4', 'E7', 'G8', 'U6', 'K5', 'A8', 'M5', 'G2', 'I7', 'R9', 'G4', 'U3', 'K7', 'I8', 'U6', 'M2', 'R4', 'M8', 'A3', 'U2', 'R9', 'M4', 'G5', 'R3', 'E9', 'A5', 'G6', 'M7', 'U2', 'K5', 'E3', 'M4', 'M5', 'U2', 'G9', 'I5', 'G4', 'U2', 'R6', 'E9', 'I6', 'G3', 'E9', 'K3', 'R8', 'K7', 'G6', 'A5', 'K9', 'M4', 'U4', 'E5', 'A8', 'R6', 'A6', 'I2', 'E9', 'R3', 'A3', 'A7', 'I4', 'A8', 'K2', 'M9', 'K6', 'I3', 'M5', 'R2', 'M5', 'A9', 'I4', 'I6', 'R4', 'G2', 'R3', 'E5', 'G7', 'G6', 'A3', 'K3', 'A8', 'R5', 'E2', 'K4', 'E9', 'U2', 'G6', 'I6', 'A3', 'I7', 'A8', 'M6', 'E8', 'U9', 'K7', 'I4', 'E9', 'I9', 'E4', 'M2', 'I6', 'R5', 'I7', 'E6', 'U3', 'I7', 'G3', 'A5', 'I8']"
i_switch_congruence_0_random_543,"['K5', 'R9', 'M7', 'K6', 'G4', 'K3', 'M5', 'U8', 'E9', 'A2', 'E8', 'R4', 'U3', 'M7', 'I2', 'G4', 'R8', 'A5', 'G7', 'I9', 'U6', 'G8', 'E7', 'A9', 'E2', 'U3', 'M6', 'A2', 'R4', 'I6', 'I3', 'K5', 'R6', 'M5', 'K5', 'U4', 'M4', 'U8', 'M7', 'A9', 'A8', 'I6', 'U7', 'U4', 'A2', 'R6', 'G3', 'K8', 'E9', 'I9', 'A2', 'E3', 'G5', 'I9', 'E8', 'G2', 'K5', 'M7', 'K6', 'R7', 'R2', 'G4', 'I3', 'E3', 'A7', 'A4', 'K8', 'I8', 'I3', 'M7', 'M7', 'K2', 'K6', 'A4', 'A5', 'U4', 'I6', 'G2', 'E6', 'A3', 'K8', 'G9', 'K9', 'E7', 'A5', 'I9', 'I4', 'U4', 'K7', 'U9', 'E7', 'U8', 'A9', 'G3', 'I5', 'E8', 'E3', 'G4', 'I2', 'R9', 'E8', 'E5', 'U8', 'M2', 'A7', 'G9', 'R6', 'K3', 'U3', 'M2', 'E8', 'R7', 'K4', 'I2', 'G5', 'K8', 'A7', 'K3', 'A9', 'E2', 'R6', 'E2', 'I4', 'I5', 'U4', 'G6', 'I5', 'I6', 'A7', 'G7', 'U2', 'A9', 'K2', 'A7', 'E6', 'K9', 'R6', 'K4', 'R5', 'R9', 'M3', 'U3', 'E7', 'I4', 'U2', 'I5', 'I8', 'G2', 'K7', 'U5', 'R8', 'M5', 'R7', 'G7', 'I9', 'U9', 'M3', 'U8', 'M2', 'A9', 'G7', 'G8', 'A5', 'R3', 'M9', 'I2', 'R4', 'E3', 'K9', 'A3', 'M3', 'K4', 'I8', 'K7', 'U9', 'R2', 'A6', 'U3', 'A4', 'G2', 'G3', 'R7', 'E5', 'E3', 'M5', 'U3', 'E4', 'E5', 'A9', 'M5', 'I7', 'U6']"
i_switch_congruence_0_random_544,"['U6', 'A2', 'E9', 'R4', 'R2', 'G3', 'M4', 'U8', 'K9', 'E6', 'E2', 'R4', 'K5', 'I8', 'M9', 'I4', 'M6', 'R3', 'K6', 'G2', 'A9', 'A3', 'K5', 'I8', 'E7', 'M8', 'I5', 'U3', 'G7', 'U5', 'G7', 'A7', 'K6', 'U8', 'K8', 'M9', 'K2', 'U6', 'A4', 'I7', 'M2', 'K5', 'G8', 'R7', 'I4', 'G7', 'G5', 'R9', 'A5', 'M2', 'I7', 'U6', 'I3', 'R3', 'A5', 'E9', 'U3', 'G4', 'R4', 'E6', 'A9', 'M3', 'E2', 'E8', 'K8', 'R3', 'G7', 'E3', 'G8', 'I4', 'K5', 'G6', 'E9', 'K3', 'G2', 'R3', 'I2', 'K6', 'A6', 'E5', 'I8', 'I9', 'U6', 'K8', 'A2', 'U2', 'G8', 'R8', 'R7', 'U4', 'M6', 'I7', 'R4', 'E8', 'M6', 'M9', 'A3', 'U7', 'A8', 'A4', 'K4', 'E3', 'U2', 'R9', 'A4', 'K6', 'I3', 'E2', 'E9', 'G6', 'U8', 'G3', 'K6', 'K9', 'I7', 'M5', 'R4', 'I8', 'R9', 'K2', 'U4', 'R4', 'M5', 'G8', 'I9', 'G5', 'A2', 'U3', 'M6', 'E4', 'E6', 'I7', 'A4', 'A2', 'M6', 'K6', 'G3', 'I4', 'A9', 'M8', 'K3', 'R2', 'I3', 'R9', 'G5', 'G3', 'A7', 'U9', 'U6', 'M2', 'I5', 'A6', 'M7', 'E3', 'A2', 'U7', 'A2', 'R4', 'U5', 'E8', 'I7', 'K7', 'K8', 'M5', 'I3', 'E2', 'R6', 'U8', 'M2', 'R6', 'K9', 'G5', 'G9', 'E3', 'A5', 'U2', 'I4', 'K4', 'M7', 'R6', 'M4', 'E7', 'R9', 'U2', 'G7', 'E5', 'U4', 'E5', 'U3', 'M7', 'U5', 'E8']"
i_switch_congruence_0_random_545,"['R7', 'A9', 'A4', 'E2', 'K4', 'I4', 'I2', 'R3', 'U8', 'E2', 'M7', 'I7', 'U8', 'K3', 'E7', 'K2', 'G5', 'M6', 'G8', 'G8', 'M5', 'A9', 'E6', 'M9', 'R6', 'U5', 'R3', 'K4', 'I5', 'A3', 'G6', 'U9', 'M7', 'R3', 'E5', 'R6', 'K5', 'E3', 'R2', 'U2', 'M4', 'U8', 'I9', 'K6', 'U2', 'R7', 'A6', 'E8', 'I9', 'G5', 'E9', 'A4', 'K5', 'I7', 'U3', 'K8', 'M4', 'G7', 'A9', 'G6', 'M3', 'G8', 'I4', 'A2', 'U8', 'U4', 'M4', 'G2', 'K9', 'I8', 'M2', 'E7', 'A9', 'R3', 'K8', 'R5', 'A8', 'M3', 'E7', 'K2', 'K4', 'A9', 'E6', 'G5', 'M6', 'U2', 'R8', 'M7', 'K3', 'G6', 'R5', 'U9', 'A3', 'E7', 'I8', 'E2', 'I7', 'R5', 'M9', 'G6', 'M2', 'K3', 'R3', 'U5', 'K9', 'U8', 'E7', 'G2', 'I3', 'G7', 'K3', 'G2', 'G6', 'I6', 'R5', 'G2', 'E7', 'I4', 'R2', 'A6', 'I9', 'U7', 'E8', 'A6', 'M3', 'E5', 'G2', 'R9', 'M9', 'G5', 'A5', 'I9', 'R9', 'U5', 'I5', 'U8', 'U8', 'M2', 'E9', 'A8', 'E7', 'M6', 'I4', 'R7', 'M2', 'R5', 'I9', 'M5', 'A4', 'G6', 'I7', 'U2', 'A3', 'M9', 'A4', 'I9', 'U5', 'R4', 'E6', 'M5', 'U4', 'A3', 'I6', 'R4', 'K3', 'I5', 'E8', 'A7', 'M3', 'U9', 'K3', 'K6', 'G3', 'R2', 'A5', 'K5', 'A3', 'G3', 'K4', 'K7', 'M7', 'E5', 'G9', 'R4', 'G7', 'E3', 'A6', 'I9', 'U3', 'G7', 'U9', 'I6']"
i_switch_congruence_0_random_546,"['E6', 'M8', 'K5', 'E2', 'U3', 'K6', 'G8', 'A8', 'A9', 'R4', 'G2', 'R2', 'I9', 'I7', 'K3', 'U6', 'I9', 'K9', 'E4', 'U2', 'G5', 'R5', 'M4', 'M3', 'R3', 'A6', 'A7', 'M8', 'E4', 'G7', 'U5', 'I7', 'R8', 'U3', 'A9', 'K3', 'K6', 'R2', 'G6', 'G2', 'M9', 'I8', 'I9', 'M4', 'E3', 'I4', 'E2', 'K9', 'M5', 'U7', 'K7', 'A6', 'R8', 'G5', 'E6', 'E5', 'R3', 'G4', 'A2', 'U5', 'M7', 'U4', 'A7', 'I8', 'E8', 'M8', 'A5', 'A6', 'R3', 'K4', 'I7', 'K7', 'G6', 'U6', 'A2', 'E5', 'I9', 'K7', 'E6', 'U5', 'R8', 'E6', 'I9', 'E2', 'U5', 'I8', 'E6', 'R2', 'K4', 'R3', 'I9', 'K5', 'A3', 'I8', 'E8', 'R4', 'R7', 'U9', 'G7', 'K2', 'K5', 'I9', 'M4', 'G7', 'M6', 'G7', 'E3', 'K3', 'I2', 'G5', 'U7', 'R4', 'E9', 'I8', 'K4', 'I2', 'A8', 'M6', 'R4', 'K3', 'R2', 'G4', 'M7', 'G9', 'M4', 'I3', 'A8', 'G9', 'K8', 'U4', 'E5', 'I6', 'G3', 'U4', 'I5', 'G6', 'R6', 'A5', 'M3', 'E2', 'K9', 'E7', 'K4', 'M7', 'U2', 'A3', 'I2', 'K8', 'M7', 'R5', 'A9', 'I3', 'U6', 'M7', 'R8', 'E7', 'G8', 'A5', 'E2', 'R3', 'I5', 'I3', 'U8', 'I6', 'A5', 'K9', 'E2', 'A7', 'U2', 'M6', 'M3', 'R2', 'A6', 'K4', 'A6', 'U9', 'U6', 'M7', 'E9', 'K4', 'A8', 'G2', 'R3', 'G4', 'M5', 'E3', 'U2', 'U3', 'E9', 'G5', 'U3', 'E6']"
i_switch_congruence_0_random_547,"['A4', 'R8', 'G7', 'E2', 'M4', 'U3', 'U2', 'E6', 'A9', 'E7', 'G8', 'M3', 'R9', 'A3', 'G9', 'I5', 'R6', 'E6', 'I5', 'K9', 'K2', 'U4', 'G3', 'K7', 'M2', 'A4', 'I6', 'M8', 'U5', 'K5', 'I7', 'R8', 'E4', 'R3', 'G6', 'U3', 'A8', 'I8', 'I4', 'E7', 'I5', 'M9', 'A7', 'M9', 'U4', 'K2', 'G8', 'R8', 'R9', 'M3', 'A6', 'K6', 'M5', 'U2', 'G5', 'G7', 'E3', 'U7', 'E9', 'K2', 'R6', 'K4', 'A5', 'I2', 'E6', 'G8', 'I2', 'E7', 'G8', 'M7', 'E9', 'M7', 'A9', 'U8', 'U2', 'R2', 'G4', 'A3', 'M3', 'E4', 'K8', 'U2', 'I8', 'I9', 'E3', 'M3', 'R8', 'K5', 'I6', 'G2', 'I9', 'E4', 'K9', 'U2', 'M4', 'E5', 'E8', 'U5', 'K4', 'A4', 'U3', 'R8', 'U4', 'G7', 'A2', 'A3', 'G4', 'E2', 'R2', 'K5', 'G9', 'U7', 'A6', 'R6', 'I8', 'A5', 'I6', 'M9', 'E9', 'R4', 'G7', 'R7', 'E9', 'I5', 'R6', 'G3', 'I9', 'G3', 'M2', 'A4', 'R9', 'G6', 'R5', 'A5', 'E7', 'U6', 'M8', 'I8', 'I3', 'U6', 'K3', 'A7', 'E4', 'A5', 'E8', 'G6', 'K5', 'R6', 'A4', 'I2', 'R6', 'M4', 'M3', 'K8', 'A3', 'M9', 'E5', 'G2', 'K3', 'U4', 'A7', 'K5', 'E5', 'I4', 'M8', 'A7', 'E2', 'K7', 'K4', 'E4', 'G9', 'K6', 'M3', 'U2', 'R2', 'E3', 'I5', 'I9', 'A4', 'U2', 'I2', 'K6', 'U6', 'U7', 'M5', 'A7', 'U8', 'U9', 'I9', 'K7', 'A3', 'U4']"
i_switch_congruence_0_random_548,"['G8', 'E6', 'M4', 'U8', 'A8', 'E5', 'K5', 'K3', 'G4', 'U5', 'E2', 'I7', 'M7', 'U2', 'R3', 'I9', 'G7', 'R6', 'R9', 'G7', 'K6', 'M9', 'I8', 'K6', 'A3', 'I5', 'M2', 'U3', 'A9', 'R4', 'E4', 'A2', 'A6', 'R4', 'U2', 'R7', 'K8', 'G8', 'G3', 'M4', 'M7', 'I9', 'E8', 'G2', 'U5', 'E2', 'U6', 'I9', 'M7', 'I5', 'K4', 'G9', 'A4', 'R7', 'R3', 'A5', 'U3', 'I3', 'E6', 'A9', 'E2', 'M5', 'K8', 'K6', 'R6', 'G5', 'I3', 'M7', 'U3', 'G8', 'I2', 'R3', 'M2', 'R4', 'K9', 'R3', 'A7', 'M7', 'A9', 'I4', 'U2', 'A7', 'U8', 'M4', 'R2', 'E4', 'E8', 'I5', 'E3', 'K7', 'U5', 'U2', 'K9', 'I9', 'U7', 'I8', 'U8', 'U5', 'E2', 'M2', 'E8', 'A9', 'K2', 'E8', 'A9', 'E2', 'I2', 'G8', 'G6', 'U8', 'U6', 'E5', 'M4', 'E7', 'I6', 'R9', 'G9', 'R6', 'M5', 'I9', 'E2', 'R4', 'A9', 'A4', 'G3', 'I6', 'A3', 'K4', 'E5', 'M6', 'M3', 'A8', 'K6', 'G3', 'K5', 'U9', 'E4', 'M5', 'K6', 'A7', 'I9', 'R7', 'G2', 'K5', 'M8', 'A6', 'R6', 'R5', 'K7', 'I5', 'A7', 'A8', 'U8', 'M7', 'A3', 'G2', 'K4', 'E5', 'U6', 'G9', 'A9', 'I4', 'U6', 'G8', 'K3', 'M4', 'E9', 'K7', 'A6', 'G7', 'G8', 'I9', 'M9', 'E5', 'G7', 'G4', 'I2', 'K5', 'R6', 'U9', 'M5', 'E7', 'G3', 'R2', 'M5', 'U7', 'E2', 'E3', 'I3', 'K9', 'A7', 'I8']"
