i_time_limit,5
i_switch_congruence_3_random_0,"['K3', 'A9', 'M2', 'K3', 'E2', 'M4', 'I8', 'R5', 'M9', 'K2', 'G3', 'R6', 'U7', 'K8', 'R3', 'A4', 'I4', 'G2', 'U5', 'A9', 'I7', 'M6', 'E6', 'A7', 'G5', 'U4', 'R9', 'G8', 'E5', 'E8', 'I7', 'U6', 'U4', 'A3', 'A6', 'K8', 'R3', 'E7', 'K2', 'E9', 'I6', 'M2', 'E9', 'G5', 'R4', 'M8', 'U9', 'G4', 'U2', 'R7', 'I5', 'A8', 'K6', 'K3', 'I9', 'R5', 'I4', 'M3', 'A7', 'E8', 'G6', 'U2', 'M7', 'G5', 'R7', 'G3', 'K4', 'M6', 'K3', 'U5', 'E9', 'I8', 'E2', 'G6', 'A7', 'A6', 'I5', 'K3', 'U2', 'A7', 'R4', 'I4', 'G9', 'K2', 'M4', 'K2', 'I6', 'E6', 'R7', 'M4', 'I8', 'R6', 'K3', 'E9', 'E8', 'U5', 'K3', 'M3', 'R4', 'M2', 'I4', 'R9', 'M4', 'A7', 'E7', 'K8', 'R3', 'U2', 'A8', 'U3', 'G5', 'U5', 'K4', 'E9', 'U8', 'G3', 'G8', 'A3', 'M9', 'I2', 'G8', 'M9', 'A4', 'G2', 'A8', 'R7', 'R6', 'U5', 'I5', 'E8', 'G9', 'E3', 'K9', 'I6', 'E3', 'G6', 'I5', 'G5', 'A3', 'I2', 'R9', 'A5', 'G8', 'M9', 'M7', 'E7', 'R2', 'R3', 'U5', 'K3', 'U3', 'E8', 'E7', 'A2', 'R5', 'E9', 'K5', 'I5', 'G9', 'R2', 'E5', 'E8', 'I9', 'G7', 'I6', 'M2', 'R4', 'M5', 'U4', 'U3', 'M5', 'A7', 'A3', 'G7', 'U7', 'U8', 'A9', 'R9', 'G4', 'R7', 'K2', 'E5', 'I4', 'K7', 'A9', 'M7', 'K2', 'M9', 'R3', 'U3', 'G9', 'M8']"
i_switch_congruence_3_random_1,"['I6', 'E2', 'K8', 'A6', 'M6', 'U4', 'U9', 'E7', 'M2', 'A4', 'R8', 'I5', 'M5', 'E2', 'K6', 'R3', 'U8', 'R8', 'G5', 'I3', 'R3', 'A7', 'K7', 'E9', 'U4', 'G9', 'K3', 'G2', 'I5', 'G4', 'A7', 'M9', 'I6', 'A5', 'R9', 'U9', 'I8', 'I4', 'G8', 'E6', 'R7', 'E2', 'M5', 'I9', 'M2', 'E4', 'K8', 'U2', 'A7', 'U3', 'U5', 'K8', 'G7', 'M6', 'G3', 'G4', 'A6', 'K2', 'A5', 'M9', 'R3', 'R3', 'K4', 'E7', 'K3', 'E3', 'M5', 'M2', 'K6', 'U8', 'M9', 'R8', 'G5', 'R9', 'K2', 'R2', 'I6', 'I8', 'U3', 'I7', 'R7', 'K9', 'M4', 'G2', 'E4', 'K4', 'M6', 'G7', 'R5', 'E5', 'A8', 'I7', 'U9', 'A4', 'G9', 'E7', 'I4', 'M2', 'U9', 'U6', 'K9', 'A5', 'E9', 'A8', 'G3', 'K8', 'I2', 'K6', 'R4', 'I3', 'U4', 'G5', 'R3', 'A2', 'R6', 'I5', 'E3', 'G2', 'G5', 'U2', 'A9', 'K3', 'M8', 'K7', 'R9', 'A6', 'M2', 'E9', 'U2', 'E5', 'I9', 'R5', 'R8', 'U6', 'K5', 'K4', 'A7', 'M9', 'G7', 'M2', 'R2', 'G3', 'A4', 'G8', 'I6', 'R8', 'M9', 'G6', 'A7', 'R4', 'I6', 'R9', 'U3', 'K7', 'G4', 'R3', 'R2', 'E7', 'E8', 'M5', 'K4', 'R3', 'G8', 'I6', 'A7', 'M5', 'I3', 'E8', 'E8', 'M6', 'U8', 'I5', 'I4', 'E9', 'U5', 'K7', 'G6', 'I4', 'U7', 'U6', 'A5', 'I3', 'K9', 'G3', 'E9', 'M3', 'K4', 'G7', 'M7', 'I9', 'R7', 'M2']"
i_switch_congruence_3_random_2,"['M6', 'G3', 'E5', 'E3', 'U9', 'I5', 'G3', 'M7', 'R5', 'A4', 'R6', 'K3', 'M2', 'R9', 'U6', 'A8', 'K8', 'E7', 'I6', 'R9', 'M8', 'I4', 'E7', 'A2', 'A5', 'G4', 'K2', 'G2', 'U4', 'I7', 'U8', 'K9', 'G3', 'M8', 'K7', 'A2', 'U5', 'U8', 'A2', 'A5', 'E4', 'K2', 'R6', 'G6', 'R4', 'R2', 'E9', 'I8', 'I8', 'G9', 'E7', 'U4', 'U6', 'E3', 'K6', 'G5', 'R3', 'M4', 'I7', 'M3', 'K9', 'I9', 'M5', 'A7', 'A7', 'R9', 'M4', 'G5', 'A4', 'G6', 'M3', 'K4', 'R9', 'U9', 'A5', 'E2', 'I3', 'G3', 'I4', 'A5', 'U6', 'R6', 'M7', 'R2', 'R9', 'I8', 'K6', 'A5', 'R7', 'A5', 'I3', 'U8', 'R7', 'G4', 'K6', 'E8', 'M5', 'U8', 'A3', 'M2', 'E9', 'R4', 'I8', 'K7', 'M8', 'R7', 'A4', 'M2', 'R9', 'U9', 'M3', 'R8', 'A5', 'E2', 'G3', 'I5', 'K9', 'E6', 'M6', 'U9', 'G7', 'R4', 'E2', 'G8', 'G4', 'I8', 'U4', 'U3', 'R6', 'E7', 'K7', 'A6', 'G4', 'M3', 'K6', 'E2', 'G8', 'E8', 'M4', 'G9', 'A8', 'I9', 'E5', 'R3', 'A9', 'U3', 'M3', 'R5', 'I2', 'K2', 'G9', 'G6', 'R3', 'G9', 'G4', 'K6', 'A4', 'M8', 'U3', 'I2', 'I7', 'K5', 'G6', 'M5', 'A3', 'R4', 'A2', 'K7', 'U4', 'E6', 'I7', 'I5', 'U9', 'M2', 'K9', 'U6', 'M6', 'A2', 'I2', 'U5', 'A3', 'U8', 'I9', 'K9', 'A3', 'G5', 'M4', 'G5', 'K7', 'U7', 'K3', 'M4']"
i_switch_congruence_3_random_3,"['I7', 'I5', 'M9', 'A9', 'G8', 'A6', 'E4', 'U3', 'I6', 'E2', 'U4', 'E7', 'I8', 'M4', 'K7', 'R8', 'R3', 'M2', 'K3', 'U7', 'G5', 'R2', 'M4', 'K5', 'U6', 'G8', 'R9', 'A9', 'G3', 'K6', 'E5', 'A2', 'A4', 'E7', 'U4', 'M6', 'U8', 'R7', 'I6', 'G3', 'G2', 'I3', 'R8', 'G8', 'E5', 'A5', 'U6', 'I4', 'A7', 'M9', 'K7', 'R5', 'M9', 'K4', 'U3', 'M9', 'A2', 'K5', 'E9', 'K2', 'G8', 'R2', 'I6', 'E3', 'E2', 'E2', 'A7', 'E3', 'A4', 'R3', 'I9', 'R8', 'I3', 'G4', 'A8', 'G5', 'U9', 'M9', 'M7', 'G8', 'U9', 'E5', 'M3', 'R9', 'R3', 'E9', 'K5', 'K6', 'A2', 'M4', 'K6', 'K5', 'U9', 'A7', 'R7', 'G3', 'K5', 'K5', 'G2', 'G6', 'K2', 'U4', 'E4', 'I3', 'K2', 'E5', 'R5', 'I8', 'G9', 'M2', 'U4', 'G4', 'A6', 'K6', 'G2', 'G9', 'E4', 'R8', 'I7', 'A6', 'I7', 'M9', 'I4', 'U9', 'I8', 'A5', 'A7', 'K3', 'R3', 'E7', 'U6', 'E9', 'R4', 'G3', 'E6', 'M2', 'M6', 'K7', 'K4', 'I2', 'G6', 'U6', 'M2', 'G3', 'R7', 'M5', 'R4', 'M2', 'R4', 'I8', 'E9', 'I6', 'M2', 'A8', 'U7', 'E6', 'K5', 'I2', 'G8', 'I7', 'A4', 'K2', 'M6', 'M9', 'G5', 'A9', 'M7', 'K2', 'U5', 'E7', 'M9', 'R3', 'U4', 'G2', 'R3', 'G6', 'M8', 'A8', 'E2', 'E5', 'U3', 'G9', 'E5', 'U8', 'E5', 'K3', 'K6', 'R5', 'K3', 'A7', 'G5', 'R6']"
i_switch_congruence_3_random_4,"['E5', 'R7', 'I3', 'E7', 'G8', 'U4', 'G3', 'R4', 'I2', 'G5', 'I2', 'A4', 'U8', 'A4', 'E6', 'E5', 'K2', 'A9', 'M7', 'K8', 'R3', 'R7', 'A6', 'U9', 'U5', 'M9', 'M8', 'G2', 'K9', 'M6', 'K6', 'I3', 'E8', 'I4', 'U2', 'R9', 'M6', 'U5', 'A8', 'I7', 'M3', 'K6', 'K5', 'G3', 'R2', 'K8', 'I7', 'E3', 'G3', 'G4', 'R9', 'E9', 'A7', 'U2', 'I9', 'M5', 'A2', 'A8', 'K4', 'M6', 'E4', 'U7', 'R6', 'G5', 'U3', 'G2', 'M3', 'U6', 'I2', 'I8', 'A7', 'E9', 'R5', 'U3', 'A2', 'E7', 'I3', 'K7', 'E7', 'I6', 'R4', 'U2', 'M9', 'R4', 'E6', 'K4', 'R8', 'M5', 'E2', 'G8', 'M3', 'R8', 'R9', 'I9', 'K4', 'K5', 'G9', 'K8', 'A4', 'M8', 'E9', 'G8', 'E6', 'M7', 'A9', 'R9', 'K6', 'G3', 'K9', 'E8', 'I9', 'R8', 'A5', 'K7', 'E4', 'E7', 'R3', 'U2', 'I3', 'M4', 'I7', 'R5', 'G6', 'G9', 'K4', 'E5', 'G5', 'A8', 'U7', 'R9', 'M3', 'K4', 'R8', 'E4', 'K2', 'M5', 'A6', 'E4', 'I3', 'E9', 'G7', 'A8', 'M2', 'A9', 'M4', 'G5', 'U8', 'G2', 'R3', 'G6', 'E6', 'G2', 'I4', 'I3', 'U7', 'K7', 'G4', 'R2', 'U4', 'I2', 'E2', 'K8', 'U9', 'A2', 'U3', 'U8', 'R5', 'I5', 'M8', 'A7', 'K3', 'U6', 'M9', 'K6', 'G2', 'A8', 'K7', 'E5', 'I2', 'E3', 'I3', 'E6', 'A7', 'M9', 'A7', 'K5', 'M4', 'K5', 'G7', 'I5', 'M5', 'G4']"
i_switch_congruence_3_random_5,"['M5', 'R2', 'G3', 'U9', 'I9', 'K8', 'G7', 'U6', 'M8', 'R8', 'U7', 'I2', 'R4', 'E2', 'A9', 'E4', 'K6', 'G7', 'A7', 'K5', 'G5', 'A3', 'R5', 'U3', 'M3', 'E6', 'E2', 'I4', 'M8', 'A9', 'K4', 'I6', 'A4', 'G7', 'K8', 'K6', 'E2', 'G2', 'R5', 'A8', 'E8', 'M3', 'U6', 'I5', 'K6', 'A5', 'G4', 'G3', 'K4', 'R3', 'U2', 'I9', 'R2', 'I9', 'U7', 'A9', 'M6', 'R9', 'M7', 'M7', 'E8', 'I3', 'U5', 'E4', 'G3', 'A5', 'E6', 'A7', 'M2', 'G7', 'I8', 'M8', 'E9', 'R5', 'U4', 'A9', 'R5', 'U7', 'I2', 'E5', 'G8', 'A2', 'I9', 'I6', 'A7', 'M8', 'G7', 'U2', 'U5', 'G4', 'K7', 'A2', 'U5', 'K8', 'M3', 'E4', 'U4', 'U2', 'E9', 'A3', 'M7', 'E4', 'A9', 'K2', 'I9', 'G3', 'E4', 'U7', 'G6', 'I8', 'A6', 'E3', 'R5', 'M4', 'R6', 'U6', 'E8', 'G5', 'E7', 'G4', 'R6', 'I8', 'I9', 'E6', 'I2', 'A9', 'G3', 'E5', 'E5', 'K7', 'I3', 'I6', 'R8', 'U6', 'I5', 'E4', 'I8', 'A3', 'U9', 'K5', 'M3', 'U4', 'G8', 'I7', 'M3', 'E5', 'K4', 'M9', 'K6', 'U2', 'I5', 'E6', 'U9', 'R8', 'U2', 'K7', 'A7', 'A4', 'R5', 'E3', 'I6', 'A7', 'R3', 'I7', 'I3', 'M6', 'A2', 'M9', 'R9', 'M3', 'R6', 'G2', 'R5', 'K4', 'A8', 'K8', 'M9', 'K4', 'G4', 'U2', 'U2', 'M6', 'G4', 'G3', 'E9', 'K5', 'G8', 'K9', 'K3', 'A7', 'R9', 'M6']"
i_switch_congruence_3_random_6,"['R8', 'R6', 'E8', 'U8', 'G2', 'M2', 'I8', 'E9', 'I4', 'K7', 'A3', 'K4', 'U9', 'M3', 'U2', 'E3', 'G9', 'E7', 'G5', 'K6', 'G4', 'K6', 'U4', 'A2', 'I5', 'A6', 'I7', 'M3', 'A9', 'R5', 'R7', 'M5', 'U5', 'G7', 'A8', 'I4', 'A8', 'U4', 'M6', 'I2', 'A4', 'E9', 'E5', 'I3', 'K7', 'U7', 'M8', 'G9', 'K3', 'R2', 'M4', 'R9', 'M7', 'E3', 'K2', 'G6', 'K5', 'G5', 'A3', 'U2', 'R8', 'I6', 'R6', 'E9', 'I6', 'A2', 'A3', 'U7', 'I9', 'K9', 'A6', 'E7', 'K2', 'R7', 'K4', 'A8', 'G5', 'I9', 'G5', 'R6', 'M2', 'M3', 'A2', 'G8', 'E7', 'R9', 'G8', 'M5', 'R7', 'A6', 'K2', 'E7', 'G4', 'U6', 'I3', 'U8', 'K6', 'G7', 'U2', 'R4', 'K9', 'E3', 'R6', 'K5', 'U2', 'R8', 'I9', 'U4', 'I5', 'K5', 'M8', 'K9', 'U3', 'I3', 'M5', 'R7', 'A9', 'M6', 'K3', 'E4', 'I5', 'E9', 'K3', 'R9', 'E2', 'A9', 'K3', 'E5', 'G7', 'U3', 'I4', 'U3', 'R7', 'I5', 'M2', 'M9', 'E5', 'K7', 'K4', 'R7', 'A9', 'G8', 'R5', 'A2', 'I5', 'A4', 'R7', 'U7', 'G5', 'U6', 'I3', 'R6', 'G5', 'A3', 'M4', 'R7', 'I6', 'M6', 'A8', 'E9', 'U3', 'G4', 'M7', 'I2', 'M9', 'E3', 'G3', 'K8', 'R7', 'R6', 'G6', 'I2', 'G4', 'K5', 'I2', 'G8', 'R9', 'U2', 'A5', 'M4', 'U2', 'G3', 'U5', 'G6', 'I9', 'M3', 'M6', 'K7', 'K3', 'E5', 'M3', 'K8']"
i_switch_congruence_3_random_7,"['I7', 'M9', 'I8', 'A6', 'I6', 'E7', 'M7', 'U9', 'A2', 'K6', 'R4', 'K5', 'K2', 'U5', 'A4', 'A8', 'G9', 'R2', 'I7', 'E3', 'G8', 'E5', 'U6', 'U4', 'R3', 'G8', 'K3', 'R9', 'M4', 'G5', 'E3', 'M2', 'E4', 'U3', 'I7', 'E6', 'I4', 'U3', 'G2', 'R5', 'E2', 'M3', 'K4', 'U8', 'E6', 'M2', 'R2', 'U9', 'M7', 'A7', 'G8', 'R5', 'A6', 'M6', 'G7', 'I3', 'K9', 'R5', 'A5', 'K9', 'G4', 'K8', 'A9', 'I8', 'K7', 'E2', 'E3', 'G4', 'U5', 'A6', 'R5', 'E7', 'U5', 'E3', 'R3', 'K7', 'M3', 'A5', 'I2', 'E7', 'A6', 'G4', 'R7', 'G8', 'U6', 'I8', 'I9', 'A5', 'R8', 'U6', 'M4', 'R3', 'A9', 'K3', 'G2', 'M9', 'R8', 'E8', 'K3', 'K2', 'G4', 'M4', 'E6', 'I2', 'U4', 'M2', 'E3', 'U2', 'K8', 'G9', 'U4', 'K2', 'M7', 'I9', 'G2', 'M3', 'M3', 'G8', 'U8', 'R4', 'R9', 'U9', 'G8', 'M7', 'R5', 'I6', 'R2', 'U7', 'M4', 'G5', 'A8', 'R6', 'E5', 'M8', 'K7', 'U8', 'I2', 'K4', 'U6', 'A9', 'I6', 'G8', 'R9', 'K4', 'A6', 'U5', 'A3', 'K9', 'I5', 'E4', 'U9', 'M3', 'G4', 'A6', 'I5', 'A4', 'M4', 'K8', 'E6', 'E6', 'U2', 'R9', 'U7', 'K2', 'K7', 'I6', 'A9', 'R8', 'I3', 'M2', 'A6', 'M3', 'E7', 'K3', 'M4', 'G3', 'G7', 'A9', 'E5', 'I2', 'E9', 'M7', 'E2', 'I9', 'I9', 'M7', 'G6', 'R5', 'G3', 'E5', 'G9', 'R6']"
i_switch_congruence_3_random_8,"['U2', 'M8', 'I3', 'K7', 'E4', 'E2', 'I5', 'R6', 'I4', 'R8', 'G6', 'G3', 'K2', 'A4', 'E4', 'K6', 'E3', 'M5', 'G7', 'U9', 'A8', 'U3', 'R9', 'M2', 'A9', 'A5', 'M6', 'R7', 'G5', 'U9', 'I8', 'K7', 'I2', 'K6', 'R5', 'A3', 'I2', 'A2', 'M7', 'E7', 'E8', 'A9', 'E9', 'A4', 'R8', 'M4', 'U5', 'U7', 'K9', 'R5', 'G5', 'E2', 'I4', 'G4', 'M3', 'K9', 'G6', 'I3', 'U3', 'U8', 'G8', 'M6', 'K7', 'R6', 'R9', 'A5', 'I7', 'I6', 'E7', 'E4', 'U9', 'G7', 'K2', 'E2', 'A6', 'I7', 'E6', 'A2', 'I5', 'A5', 'G7', 'G2', 'I6', 'R8', 'E3', 'G7', 'R3', 'G6', 'A7', 'G9', 'K5', 'R2', 'U6', 'U7', 'E5', 'G3', 'I5', 'K8', 'R7', 'E6', 'U7', 'M4', 'I8', 'M3', 'G9', 'A3', 'M9', 'M2', 'E8', 'K2', 'R6', 'G5', 'A6', 'K8', 'M5', 'G8', 'K7', 'E5', 'R6', 'K3', 'K2', 'E6', 'G2', 'K9', 'I7', 'M9', 'K4', 'M9', 'K2', 'R3', 'M8', 'I6', 'G5', 'R6', 'K4', 'A4', 'E3', 'U7', 'M7', 'G5', 'G6', 'R3', 'A2', 'M2', 'M5', 'K8', 'I4', 'R2', 'K9', 'U5', 'M9', 'G4', 'K8', 'E7', 'M3', 'A4', 'A9', 'U4', 'U9', 'G5', 'E7', 'R5', 'U8', 'U3', 'E9', 'K4', 'R3', 'A4', 'M5', 'I8', 'I9', 'G2', 'E4', 'M5', 'M8', 'I7', 'K7', 'A2', 'K8', 'I3', 'R5', 'E8', 'R2', 'E9', 'I5', 'G9', 'R2', 'K5', 'R3', 'U9', 'K3', 'R8']"
i_switch_congruence_3_random_9,"['G5', 'A3', 'A7', 'E5', 'K6', 'R5', 'I3', 'M6', 'U9', 'E2', 'E7', 'M3', 'G9', 'I5', 'A8', 'G4', 'U8', 'M9', 'U2', 'R4', 'R2', 'I7', 'K3', 'R4', 'E6', 'G8', 'M9', 'K7', 'A2', 'U4', 'K6', 'I8', 'E6', 'U7', 'M6', 'I2', 'R3', 'R4', 'E3', 'A5', 'M9', 'E6', 'A8', 'M9', 'K8', 'I7', 'G9', 'I9', 'U5', 'R3', 'R2', 'G2', 'K4', 'M5', 'E8', 'K4', 'A4', 'I8', 'K7', 'G7', 'G6', 'A3', 'U2', 'U5', 'I5', 'G7', 'A4', 'I3', 'U2', 'R3', 'A5', 'K2', 'A5', 'M4', 'K7', 'I6', 'I8', 'U4', 'U9', 'E9', 'G2', 'I3', 'R9', 'U6', 'K9', 'E4', 'A5', 'G6', 'E8', 'K8', 'R3', 'M2', 'K8', 'E8', 'I3', 'A4', 'A4', 'G7', 'G6', 'E9', 'R7', 'U7', 'K2', 'G5', 'G7', 'I9', 'U2', 'I7', 'M5', 'U7', 'A8', 'E3', 'K2', 'E8', 'U6', 'E9', 'M6', 'U4', 'R5', 'K6', 'U2', 'M6', 'A2', 'I7', 'M5', 'A6', 'E3', 'G2', 'A3', 'A6', 'E9', 'M9', 'I8', 'K8', 'A5', 'A2', 'I3', 'R9', 'A5', 'I6', 'E7', 'K3', 'E2', 'A7', 'E6', 'U5', 'A9', 'M9', 'U3', 'A7', 'G5', 'R9', 'G8', 'U6', 'R8', 'M7', 'G2', 'R8', 'I2', 'I4', 'M3', 'M6', 'U8', 'G2', 'I4', 'E7', 'A3', 'R7', 'M6', 'G6', 'E2', 'U6', 'E8', 'R8', 'R6', 'M3', 'M8', 'G9', 'M2', 'U4', 'G4', 'K5', 'U2', 'K8', 'A3', 'M7', 'R4', 'M7', 'K9', 'U5', 'R5', 'G8']"
i_switch_congruence_3_random_10,"['G7', 'A6', 'U6', 'U4', 'R9', 'I5', 'E5', 'M2', 'M2', 'I3', 'A8', 'A4', 'K9', 'G3', 'G8', 'I7', 'E5', 'R7', 'U7', 'I3', 'R5', 'K2', 'M8', 'M6', 'U2', 'R6', 'E4', 'G9', 'A8', 'K4', 'K9', 'E3', 'R4', 'G2', 'U5', 'R5', 'M9', 'A8', 'K5', 'G6', 'G5', 'I9', 'M7', 'E3', 'R4', 'A3', 'I7', 'E4', 'M7', 'U6', 'A9', 'E4', 'G6', 'K2', 'I9', 'I8', 'E3', 'K7', 'M3', 'R2', 'U8', 'K8', 'A6', 'U2', 'G3', 'A2', 'I9', 'R2', 'A5', 'K3', 'M9', 'M4', 'U3', 'G2', 'A8', 'K3', 'G9', 'E5', 'U8', 'I7', 'U2', 'U7', 'K9', 'A3', 'I5', 'I3', 'R5', 'G3', 'A8', 'M2', 'U9', 'U4', 'E6', 'M4', 'E6', 'I7', 'E5', 'G2', 'R3', 'I4', 'K9', 'A4', 'E7', 'M6', 'R9', 'G8', 'R4', 'I6', 'E6', 'A7', 'M5', 'U9', 'K8', 'A7', 'A4', 'R5', 'M4', 'E2', 'A3', 'U8', 'E2', 'G9', 'R2', 'A3', 'G3', 'K7', 'M8', 'K2', 'M5', 'E7', 'E9', 'U8', 'R6', 'R7', 'M8', 'E6', 'G3', 'E4', 'M6', 'A5', 'M2', 'E3', 'I8', 'K3', 'K7', 'U9', 'I3', 'E4', 'U9', 'M7', 'G4', 'R7', 'A5', 'K7', 'G6', 'R9', 'U5', 'M9', 'R9', 'G8', 'I5', 'E6', 'K7', 'A7', 'K2', 'M3', 'E6', 'K2', 'R8', 'I6', 'M6', 'M9', 'U8', 'G2', 'R5', 'K6', 'K5', 'G6', 'R2', 'A6', 'I7', 'A4', 'G7', 'I3', 'U7', 'M5', 'R4', 'G5', 'G9', 'A5', 'K3', 'M2']"
i_switch_congruence_3_random_11,"['M7', 'E5', 'G4', 'E9', 'U9', 'K6', 'I6', 'I3', 'A9', 'U3', 'M3', 'M4', 'K7', 'A2', 'A6', 'I2', 'U2', 'E4', 'I8', 'R6', 'R8', 'G5', 'R7', 'G2', 'E9', 'R5', 'K4', 'U5', 'M8', 'K7', 'G3', 'A8', 'K3', 'A5', 'A9', 'R6', 'E7', 'R8', 'M3', 'G2', 'I7', 'K5', 'U2', 'U4', 'A9', 'E4', 'I7', 'U2', 'G4', 'A6', 'G5', 'I9', 'M6', 'G9', 'M3', 'E7', 'U4', 'E8', 'R6', 'R5', 'I8', 'K3', 'M2', 'K8', 'U4', 'G9', 'K6', 'E9', 'A6', 'I5', 'M7', 'U9', 'R8', 'M6', 'E8', 'E6', 'I5', 'M7', 'I7', 'E6', 'G3', 'U8', 'R4', 'A7', 'K2', 'A4', 'R9', 'R6', 'K3', 'I9', 'I8', 'A3', 'M3', 'R6', 'I8', 'K8', 'I7', 'M7', 'G6', 'R5', 'E4', 'K8', 'E7', 'U8', 'U9', 'G2', 'M5', 'I4', 'M6', 'I3', 'U2', 'R5', 'E5', 'U9', 'K5', 'G5', 'K6', 'K7', 'A4', 'R6', 'U4', 'I6', 'U3', 'E3', 'R7', 'I3', 'A5', 'I2', 'E7', 'M7', 'G2', 'M9', 'E7', 'A8', 'K5', 'I9', 'E4', 'G6', 'K8', 'G7', 'A5', 'E5', 'G3', 'R9', 'A2', 'G4', 'R4', 'M7', 'M5', 'E3', 'U6', 'A5', 'R2', 'R9', 'A2', 'G6', 'K4', 'U4', 'M3', 'K2', 'R3', 'A4', 'E7', 'R2', 'G4', 'K9', 'R8', 'A2', 'U4', 'G3', 'U9', 'R6', 'G9', 'A3', 'R8', 'K9', 'M2', 'I2', 'A9', 'I4', 'U2', 'M4', 'G5', 'G2', 'I9', 'M5', 'M8', 'R5', 'G3', 'U7', 'K3', 'G4']"
i_switch_congruence_3_random_12,"['G5', 'K5', 'M4', 'K3', 'A9', 'G2', 'A7', 'R5', 'I9', 'A4', 'U8', 'M8', 'R6', 'E4', 'R7', 'M9', 'G5', 'U3', 'E7', 'I2', 'K6', 'K2', 'E7', 'G4', 'M3', 'U9', 'I2', 'E8', 'A8', 'I6', 'R6', 'U3', 'M5', 'I2', 'A9', 'K5', 'I5', 'A9', 'G6', 'K8', 'G3', 'U6', 'R7', 'K2', 'G4', 'G3', 'M3', 'E6', 'R2', 'I4', 'R7', 'U9', 'E7', 'E4', 'K5', 'R8', 'M6', 'A2', 'I3', 'U9', 'U7', 'M8', 'E8', 'A4', 'A9', 'K6', 'A4', 'R3', 'I6', 'G9', 'A3', 'R8', 'U8', 'K4', 'A4', 'A7', 'R2', 'G3', 'K4', 'E2', 'U8', 'M9', 'G6', 'I5', 'G4', 'R2', 'A8', 'A2', 'G5', 'I7', 'G6', 'M3', 'R6', 'M7', 'U2', 'M6', 'G3', 'U9', 'A4', 'I5', 'M9', 'A3', 'U3', 'E6', 'G5', 'E9', 'K3', 'R4', 'I2', 'E8', 'U7', 'I5', 'M5', 'A7', 'K6', 'M7', 'K5', 'I5', 'M2', 'R9', 'R4', 'U4', 'K2', 'R3', 'I4', 'M9', 'I3', 'R4', 'E5', 'M9', 'M9', 'K2', 'E8', 'R4', 'I6', 'A7', 'A3', 'M6', 'I2', 'K5', 'U3', 'U2', 'G5', 'E7', 'K4', 'M6', 'E8', 'U4', 'M8', 'E7', 'G5', 'I6', 'U3', 'U2', 'R3', 'E5', 'M4', 'U8', 'R3', 'R8', 'A7', 'A6', 'E3', 'G7', 'R9', 'A5', 'G7', 'R8', 'I8', 'R9', 'E9', 'M4', 'K7', 'G8', 'K6', 'U8', 'E5', 'U6', 'U9', 'R3', 'I5', 'K9', 'A9', 'U8', 'I7', 'G7', 'K6', 'G3', 'R7', 'E9', 'K7', 'K6']"
i_switch_congruence_3_random_13,"['K7', 'M3', 'A5', 'R4', 'A7', 'K7', 'E8', 'G2', 'U5', 'U3', 'K9', 'E9', 'I8', 'R2', 'M3', 'E8', 'I6', 'G6', 'G4', 'U2', 'M2', 'U7', 'I4', 'I6', 'M3', 'R6', 'A8', 'E5', 'R9', 'A9', 'K4', 'G5', 'K5', 'G5', 'A4', 'M4', 'M7', 'R3', 'K8', 'E3', 'I5', 'K7', 'G6', 'I2', 'G5', 'M4', 'U2', 'K8', 'G8', 'E3', 'U6', 'A7', 'E4', 'I9', 'E3', 'U2', 'U2', 'R9', 'M9', 'A8', 'A7', 'R6', 'I9', 'R6', 'G5', 'K8', 'G6', 'E2', 'U2', 'K9', 'G4', 'I3', 'M2', 'R8', 'A4', 'E8', 'K6', 'E9', 'K3', 'A2', 'G5', 'A9', 'I5', 'E6', 'G8', 'I4', 'R2', 'K7', 'U9', 'M7', 'I9', 'A6', 'U5', 'U7', 'G5', 'M3', 'I5', 'R7', 'K5', 'R2', 'U3', 'U6', 'R5', 'I3', 'U9', 'K5', 'K4', 'M3', 'K2', 'E2', 'E6', 'I9', 'R3', 'I8', 'K8', 'E5', 'R5', 'I3', 'E2', 'A7', 'K8', 'R2', 'U8', 'A4', 'U8', 'A2', 'E3', 'I7', 'I9', 'R7', 'U6', 'A3', 'G7', 'G8', 'M6', 'E4', 'U7', 'E6', 'A9', 'K3', 'R5', 'E5', 'K7', 'M6', 'E4', 'G6', 'U2', 'I7', 'R8', 'I9', 'A4', 'K5', 'M9', 'I3', 'G7', 'K2', 'A8', 'M8', 'M4', 'R9', 'I9', 'G3', 'M5', 'K4', 'E9', 'A6', 'E7', 'G3', 'U6', 'M9', 'E7', 'M8', 'A6', 'K2', 'A7', 'I8', 'M5', 'R3', 'R4', 'G4', 'M3', 'U9', 'R5', 'G6', 'A9', 'K5', 'G2', 'M3', 'M7', 'A7', 'G3', 'R4']"
